CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,SupportTickets,LoginFrequency,AvgSessionTime,LastActivityDays,SatisfactionScore,Churn
104247,Female,69,61,2636,160796,Monthly,UPI,9,11,88.98,2,9,No
104248,Female,66,16,2307,36912,Yearly,Bank Transfer,6,20,77.78,67,1,Yes
104249,Male,47,65,2250,146250,Quarterly,UPI,8,21,10.45,89,3,Yes
104250,Male,45,61,2411,147071,Quarterly,Debit Card,3,15,8.13,82,10,No
104251,Female,18,64,1634,104576,Monthly,Bank Transfer,9,22,36.91,64,8,No
104252,Female,28,47,875,41125,Yearly,Credit Card,0,22,83.92,90,8,No
104253,Male,43,3,1045,3135,Quarterly,UPI,7,30,56.59,29,10,No
104254,Female,57,21,364,7644,Quarterly,Credit Card,4,12,89.85,30,7,No
104255,Female,31,55,2110,116050,Yearly,Debit Card,1,16,23.93,58,2,Yes
104256,Male,50,41,2185,89585,Yearly,Bank Transfer,1,18,5.82,70,10,No
104257,Male,41,43,2555,109865,Monthly,Debit Card,5,23,43.95,88,4,Yes
104258,Female,20,62,2836,175832,Quarterly,Credit Card,6,5,45.16,27,9,No
104259,Female,29,25,2001,50025,Monthly,UPI,0,28,66.49,77,7,No
104260,Male,70,41,2142,87822,Monthly,Debit Card,8,13,104.48,70,4,Yes
104261,Male,25,67,2631,176277,Quarterly,UPI,5,30,40.67,57,4,Yes
104262,Female,62,29,310,8990,Monthly,Credit Card,1,16,100.32,30,8,No
104263,Female,61,68,1971,134028,Yearly,UPI,8,12,117.44,4,4,Yes
104264,Male,30,55,2114,116270,Yearly,Debit Card,8,25,53.94,54,2,Yes
104265,Female,54,53,1821,96513,Quarterly,Debit Card,6,2,95.24,61,8,Yes
104266,Female,48,42,2916,122472,Yearly,UPI,1,10,45.69,40,1,Yes
104267,Male,19,2,2483,4966,Yearly,Bank Transfer,0,10,97.68,42,3,Yes
104268,Female,66,68,2284,155312,Quarterly,Debit Card,2,15,77.37,43,4,Yes
104269,Male,68,6,767,4602,Quarterly,Credit Card,0,17,47.53,36,3,Yes
104270,Female,42,60,778,46680,Monthly,Credit Card,4,24,54.23,31,10,No
104271,Female,23,15,1866,27990,Monthly,Bank Transfer,5,3,6.91,80,6,Yes
104272,Male,37,36,472,16992,Quarterly,Bank Transfer,10,15,8.9,5,6,No
104273,Male,43,71,2256,160176,Yearly,Credit Card,2,19,111.59,80,3,Yes
104274,Female,45,50,1291,64550,Yearly,Bank Transfer,9,10,90.0,79,5,No
104275,Male,53,65,1912,124280,Monthly,Debit Card,10,2,38.68,83,4,Yes
104276,Male,49,18,1632,29376,Monthly,UPI,2,28,32.11,46,5,No
104277,Female,43,9,1414,12726,Yearly,UPI,4,26,82.19,33,3,Yes
104278,Male,55,5,1762,8810,Yearly,Credit Card,0,25,36.42,33,1,Yes
104279,Male,38,71,2888,205048,Monthly,Bank Transfer,8,28,6.18,63,7,No
104280,Female,31,49,2673,130977,Monthly,Debit Card,7,4,99.83,72,1,Yes
104281,Male,32,65,2597,168805,Monthly,UPI,6,4,103.66,68,7,Yes
104282,Male,41,70,1039,72730,Monthly,Credit Card,6,10,48.82,13,10,No
104283,Female,32,42,1814,76188,Monthly,UPI,6,9,104.6,19,7,No
104284,Female,43,29,1948,56492,Monthly,UPI,1,14,95.46,56,3,Yes
104285,Female,41,46,2300,105800,Monthly,Credit Card,7,30,77.55,39,10,No
104286,Male,23,65,1248,81120,Quarterly,Debit Card,7,20,15.82,59,2,Yes
104287,Female,67,55,637,35035,Quarterly,Debit Card,4,2,15.07,48,3,Yes
104288,Female,29,54,729,39366,Quarterly,Bank Transfer,0,11,37.65,33,5,No
104289,Female,65,45,887,39915,Yearly,Bank Transfer,10,22,88.77,81,9,No
104290,Female,53,48,1197,57456,Monthly,Bank Transfer,1,9,73.42,14,10,No
104291,Male,69,63,2769,174447,Yearly,UPI,6,27,56.09,2,3,Yes
104292,Female,60,51,1011,51561,Quarterly,Credit Card,5,30,86.08,39,3,Yes
104293,Female,66,63,2088,131544,Quarterly,Credit Card,10,10,96.63,39,2,Yes
104294,Female,27,56,1083,60648,Quarterly,Bank Transfer,1,23,44.27,45,4,Yes
104295,Male,31,12,924,11088,Yearly,Bank Transfer,3,18,112.97,55,3,Yes
104296,Female,26,47,1740,81780,Yearly,Bank Transfer,1,12,93.86,73,1,Yes
104297,Male,50,62,2516,155992,Quarterly,UPI,0,11,85.17,51,6,No
104298,Male,31,57,1902,108414,Quarterly,Credit Card,7,6,84.61,19,2,Yes
104299,Male,64,24,2468,59232,Monthly,UPI,9,22,51.77,62,4,Yes
104300,Male,46,21,1977,41517,Quarterly,Debit Card,3,15,55.48,19,4,No
104301,Male,55,56,2383,133448,Yearly,Bank Transfer,9,29,92.67,64,6,No
104302,Male,54,69,2690,185610,Quarterly,Bank Transfer,10,15,74.82,37,8,No
104303,Female,58,25,2302,57550,Quarterly,UPI,1,26,118.64,53,4,Yes
104304,Male,61,52,2772,144144,Quarterly,UPI,8,14,51.5,90,5,No
104305,Male,30,55,1064,58520,Monthly,Debit Card,7,29,19.2,26,9,No
104306,Male,39,27,2744,74088,Monthly,Bank Transfer,1,28,9.74,57,8,No
104307,Male,24,27,1075,29025,Yearly,Bank Transfer,10,18,96.48,28,9,No
104308,Female,52,13,1949,25337,Monthly,UPI,0,17,33.7,50,2,Yes
104309,Female,30,18,1209,21762,Monthly,Credit Card,0,18,45.67,76,2,Yes
104310,Female,33,31,1772,54932,Quarterly,Credit Card,7,19,103.93,12,9,No
104311,Female,29,11,350,3850,Monthly,Debit Card,10,1,45.62,54,7,Yes
104312,Male,69,38,2974,113012,Monthly,Bank Transfer,0,13,104.22,52,3,Yes
104313,Female,24,64,892,57088,Yearly,UPI,10,18,104.91,16,10,No
104314,Female,26,55,476,26180,Monthly,Credit Card,1,21,65.88,43,4,Yes
104315,Female,59,5,2683,13415,Monthly,Debit Card,5,3,20.63,78,8,Yes
104316,Female,29,68,2256,153408,Quarterly,Debit Card,0,3,53.12,78,10,Yes
104317,Male,66,48,2562,122976,Quarterly,UPI,8,2,18.08,53,4,Yes
104318,Female,23,6,520,3120,Quarterly,UPI,3,15,71.53,25,8,No
104319,Male,39,25,407,10175,Yearly,Debit Card,0,20,25.36,19,10,No
104320,Female,36,6,1465,8790,Yearly,Bank Transfer,0,16,107.67,83,3,Yes
104321,Male,22,58,2823,163734,Monthly,UPI,8,20,58.11,67,9,No
104322,Male,29,69,2741,189129,Monthly,Debit Card,5,4,82.12,19,3,Yes
104323,Female,55,23,759,17457,Yearly,UPI,5,25,68.33,4,5,No
104324,Male,50,38,2925,111150,Yearly,Debit Card,5,16,95.55,30,5,No
104325,Male,48,47,513,24111,Yearly,UPI,4,20,89.69,69,8,No
104326,Male,48,35,1983,69405,Quarterly,Bank Transfer,6,25,117.48,51,4,Yes
104327,Male,52,47,2528,118816,Quarterly,Bank Transfer,0,21,9.45,43,5,No
104328,Male,64,64,2680,171520,Monthly,Credit Card,7,24,56.04,78,1,Yes
104329,Male,36,19,1785,33915,Monthly,UPI,10,4,32.19,29,2,Yes
104330,Male,25,48,1383,66384,Monthly,Credit Card,6,22,40.92,53,10,No
104331,Male,18,4,1638,6552,Quarterly,UPI,9,3,118.41,26,4,Yes
104332,Female,65,50,616,30800,Quarterly,UPI,10,2,92.46,26,10,Yes
104333,Male,36,52,1852,96304,Monthly,UPI,3,27,26.88,14,4,No
104334,Male,56,1,2138,2138,Yearly,Bank Transfer,7,3,41.39,88,2,Yes
104335,Female,19,33,2908,95964,Yearly,Credit Card,5,2,73.77,77,2,Yes
104336,Female,28,2,1253,2506,Quarterly,UPI,5,1,46.95,56,7,Yes
104337,Male,34,48,1780,85440,Monthly,UPI,7,3,80.0,30,7,Yes
104338,Male,21,4,2261,9044,Quarterly,Debit Card,2,5,42.55,48,9,No
104339,Male,41,55,986,54230,Quarterly,Debit Card,2,1,56.04,74,5,Yes
104340,Female,23,11,1804,19844,Quarterly,Bank Transfer,4,22,27.04,5,10,No
104341,Female,28,17,2320,39440,Quarterly,Credit Card,7,23,41.33,79,10,No
104342,Male,43,60,2446,146760,Yearly,UPI,8,30,16.34,90,10,No
104343,Male,64,14,1357,18998,Quarterly,Credit Card,1,11,23.08,8,2,No
104344,Male,22,65,2100,136500,Yearly,UPI,5,10,56.02,53,5,No
104345,Female,43,61,302,18422,Yearly,Bank Transfer,4,29,40.68,73,2,Yes
104346,Male,30,41,2248,92168,Quarterly,Credit Card,0,21,107.67,45,9,No
104347,Male,42,12,2190,26280,Monthly,UPI,7,30,79.78,11,7,No
104348,Male,23,5,1173,5865,Yearly,Credit Card,1,4,57.33,57,3,Yes
104349,Female,45,4,1859,7436,Quarterly,Credit Card,5,8,8.53,75,8,No
104350,Female,64,9,831,7479,Monthly,Debit Card,10,22,68.59,37,6,No
104351,Female,31,20,2025,40500,Quarterly,UPI,4,28,39.84,15,2,No
104352,Female,60,9,1598,14382,Quarterly,Debit Card,1,27,21.62,60,5,No
104353,Female,36,68,2938,199784,Monthly,Credit Card,2,5,96.61,7,4,No
104354,Male,51,55,524,28820,Yearly,Bank Transfer,8,30,16.25,51,5,No
104355,Female,38,44,2030,89320,Monthly,Credit Card,2,20,102.23,35,4,Yes
104356,Male,24,64,1071,68544,Quarterly,Bank Transfer,6,10,71.76,41,5,No
104357,Female,24,41,2944,120704,Monthly,UPI,6,1,59.72,41,1,Yes
104358,Male,58,14,2041,28574,Monthly,Credit Card,3,30,113.85,82,5,No
104359,Female,54,70,2280,159600,Yearly,Bank Transfer,10,20,57.08,81,1,Yes
104360,Male,35,49,1231,60319,Monthly,Bank Transfer,1,2,77.91,67,9,Yes
104361,Male,33,36,2341,84276,Quarterly,UPI,4,21,47.68,39,8,No
104362,Male,60,61,441,26901,Quarterly,Bank Transfer,6,8,22.97,61,10,No
104363,Female,21,47,2281,107207,Quarterly,Credit Card,3,27,96.44,85,2,Yes
104364,Female,57,28,2423,67844,Quarterly,Debit Card,0,16,35.9,14,2,No
104365,Male,38,3,2612,7836,Yearly,Bank Transfer,9,24,8.74,21,6,No
104366,Female,46,45,576,25920,Yearly,UPI,9,16,49.92,64,3,Yes
104367,Male,36,65,2780,180700,Monthly,Debit Card,6,2,113.09,77,4,Yes
104368,Female,29,13,444,5772,Yearly,Debit Card,9,3,63.97,34,6,Yes
104369,Male,23,4,2357,9428,Monthly,UPI,8,17,115.4,50,1,Yes
104370,Male,67,16,871,13936,Monthly,UPI,9,15,32.76,77,6,No
104371,Male,40,11,2341,25751,Monthly,UPI,5,6,64.7,62,7,No
104372,Female,62,45,1016,45720,Monthly,Bank Transfer,6,25,15.57,54,2,Yes
104373,Male,27,36,2325,83700,Monthly,Bank Transfer,2,26,79.81,83,8,No
104374,Female,64,30,714,21420,Monthly,Credit Card,7,23,75.06,23,5,No
104375,Female,25,24,2270,54480,Quarterly,Debit Card,7,2,12.53,30,10,Yes
104376,Male,60,37,1648,60976,Quarterly,UPI,5,5,114.52,84,1,Yes
104377,Female,49,1,2542,2542,Yearly,UPI,9,28,50.47,45,6,No
104378,Female,27,24,1726,41424,Monthly,Credit Card,3,16,53.56,74,8,No
104379,Female,24,10,1280,12800,Monthly,Credit Card,9,5,32.53,10,3,Yes
104380,Male,41,27,1644,44388,Yearly,Credit Card,1,2,25.48,60,1,Yes
104381,Male,28,34,1481,50354,Monthly,UPI,9,13,99.62,67,5,No
104382,Female,68,17,2584,43928,Monthly,Bank Transfer,3,6,106.95,4,3,No
104383,Male,33,61,2695,164395,Quarterly,Credit Card,9,2,118.16,26,5,Yes
104384,Male,25,46,2264,104144,Monthly,Credit Card,7,18,53.79,26,9,No
104385,Male,57,71,521,36991,Yearly,UPI,2,6,56.33,83,7,No
104386,Female,35,48,2139,102672,Yearly,UPI,9,4,67.14,9,4,Yes
104387,Male,52,26,2092,54392,Monthly,Credit Card,10,15,30.68,83,5,No
104388,Female,28,27,1391,37557,Quarterly,Bank Transfer,0,15,41.01,73,5,No
104389,Male,40,4,1614,6456,Quarterly,UPI,7,15,103.22,1,1,Yes
104390,Male,54,34,412,14008,Yearly,UPI,1,18,64.51,65,2,Yes
104391,Female,55,42,2315,97230,Yearly,UPI,2,2,115.58,35,9,Yes
104392,Female,45,66,587,38742,Quarterly,Credit Card,5,16,41.93,59,4,Yes
104393,Female,44,31,1861,57691,Yearly,Debit Card,0,7,12.0,2,8,No
104394,Male,63,52,2647,137644,Quarterly,Credit Card,3,7,119.87,12,2,No
104395,Female,31,43,1303,56029,Yearly,Credit Card,3,11,101.72,76,1,Yes
104396,Male,47,33,2318,76494,Monthly,UPI,0,22,60.85,62,4,Yes
104397,Male,21,28,2678,74984,Monthly,Bank Transfer,6,1,118.27,68,2,Yes
104398,Male,43,48,889,42672,Monthly,Bank Transfer,2,17,56.61,61,1,Yes
104399,Female,33,39,1405,54795,Monthly,Bank Transfer,4,5,106.09,71,7,No
104400,Male,39,42,2657,111594,Yearly,UPI,6,2,49.23,17,6,Yes
104401,Female,28,57,399,22743,Yearly,Credit Card,10,20,76.46,16,2,Yes
104402,Female,62,62,1259,78058,Yearly,Bank Transfer,10,18,6.29,2,10,No
104403,Female,35,69,2510,173190,Quarterly,Debit Card,9,4,42.56,53,10,Yes
104404,Female,29,58,1379,79982,Monthly,Bank Transfer,8,24,34.93,57,2,Yes
104405,Female,48,47,1634,76798,Quarterly,Credit Card,1,29,69.86,88,6,No
104406,Female,56,23,2341,53843,Yearly,UPI,1,2,9.08,82,7,Yes
104407,Female,20,4,621,2484,Quarterly,Credit Card,3,3,49.57,80,5,Yes
104408,Female,40,62,1413,87606,Quarterly,Bank Transfer,9,1,5.64,32,2,Yes
104409,Female,63,7,392,2744,Quarterly,Bank Transfer,0,1,102.66,4,5,No
104410,Female,64,33,1164,38412,Yearly,Debit Card,7,20,45.37,67,7,No
104411,Male,36,47,2679,125913,Quarterly,Debit Card,0,14,20.47,70,5,No
104412,Male,62,57,2472,140904,Quarterly,Bank Transfer,0,14,89.93,24,2,No
104413,Female,40,12,737,8844,Monthly,Bank Transfer,1,17,11.89,85,3,Yes
104414,Female,33,16,392,6272,Monthly,Bank Transfer,9,12,113.11,77,6,No
104415,Female,61,57,591,33687,Quarterly,Debit Card,1,28,114.18,32,8,No
104416,Male,62,62,715,44330,Monthly,UPI,10,28,85.57,24,7,No
104417,Male,41,16,537,8592,Quarterly,Debit Card,7,19,16.46,60,7,No
104418,Female,36,66,2731,180246,Quarterly,UPI,4,9,33.9,48,5,No
104419,Male,23,40,1058,42320,Monthly,Debit Card,10,3,77.76,29,9,Yes
104420,Male,67,35,2739,95865,Yearly,Debit Card,10,24,91.04,63,5,No
104421,Female,19,42,2471,103782,Monthly,Bank Transfer,1,19,49.22,38,5,No
104422,Female,53,70,933,65310,Yearly,Debit Card,6,9,69.42,74,4,Yes
104423,Female,44,62,2915,180730,Quarterly,Debit Card,3,25,111.4,50,8,No
104424,Male,40,58,1423,82534,Monthly,Credit Card,0,17,103.33,31,6,No
104425,Female,37,59,2641,155819,Quarterly,Debit Card,6,4,97.77,68,3,Yes
104426,Male,55,56,2801,156856,Monthly,UPI,6,14,107.82,88,1,Yes
104427,Male,25,21,2662,55902,Quarterly,Debit Card,4,13,104.44,43,3,Yes
104428,Female,38,64,2022,129408,Yearly,Credit Card,0,28,8.01,45,9,No
104429,Female,49,48,2721,130608,Monthly,Bank Transfer,10,28,103.41,27,7,No
104430,Female,69,58,439,25462,Quarterly,Debit Card,7,16,113.63,34,2,Yes
104431,Female,41,8,650,5200,Quarterly,Bank Transfer,5,5,76.04,89,1,Yes
104432,Female,69,5,1613,8065,Quarterly,UPI,9,21,47.57,68,10,No
104433,Female,39,28,1402,39256,Yearly,Bank Transfer,4,16,86.59,70,5,No
104434,Female,62,61,1291,78751,Quarterly,UPI,10,13,5.37,26,7,No
104435,Female,28,43,340,14620,Quarterly,Debit Card,9,1,20.04,27,6,Yes
104436,Female,21,19,2378,45182,Yearly,Bank Transfer,6,16,101.77,41,10,No
104437,Male,44,21,393,8253,Quarterly,Credit Card,10,24,95.62,51,7,No
104438,Female,52,24,1554,37296,Monthly,Bank Transfer,7,25,27.6,87,7,No
104439,Male,45,47,1930,90710,Quarterly,UPI,0,2,59.99,77,8,Yes
104440,Female,24,60,1439,86340,Quarterly,Bank Transfer,8,22,69.89,17,5,No
104441,Female,19,9,2054,18486,Yearly,Debit Card,1,19,97.32,24,7,No
104442,Female,56,44,705,31020,Monthly,Bank Transfer,2,20,54.12,4,6,No
104443,Male,31,61,2387,145607,Monthly,Debit Card,0,17,82.04,79,8,No
104444,Male,27,3,1561,4683,Monthly,Debit Card,1,17,39.46,27,4,No
104445,Female,24,23,1441,33143,Yearly,Credit Card,6,27,15.38,22,10,No
104446,Male,25,49,2811,137739,Yearly,UPI,9,22,70.82,78,6,No
104447,Male,52,39,579,22581,Monthly,Debit Card,4,14,119.25,31,1,Yes
104448,Male,23,13,1729,22477,Yearly,UPI,6,9,8.16,75,6,No
104449,Female,45,25,1805,45125,Yearly,Debit Card,3,27,79.32,7,10,No
104450,Male,64,33,1073,35409,Quarterly,Bank Transfer,3,5,106.26,37,10,No
104451,Female,33,37,1528,56536,Quarterly,Debit Card,2,29,32.75,64,9,No
104452,Male,46,71,339,24069,Quarterly,UPI,5,21,83.64,31,1,Yes
104453,Male,40,11,1942,21362,Monthly,Bank Transfer,9,15,45.54,9,4,Yes
104454,Female,59,21,896,18816,Yearly,Bank Transfer,7,14,82.69,77,10,No
104455,Female,66,66,2587,170742,Yearly,Debit Card,7,8,72.76,50,3,Yes
104456,Male,69,31,1399,43369,Monthly,Debit Card,8,24,55.88,72,9,No
104457,Female,57,65,2505,162825,Monthly,Credit Card,7,16,38.87,63,5,No
104458,Female,38,57,2841,161937,Monthly,Bank Transfer,2,13,16.54,48,10,No
104459,Male,27,41,2404,98564,Monthly,Bank Transfer,3,16,7.32,85,2,Yes
104460,Male,26,10,2621,26210,Yearly,Bank Transfer,0,23,33.68,13,8,No
104461,Female,51,32,1792,57344,Monthly,Bank Transfer,0,15,76.34,54,3,Yes
104462,Male,41,29,623,18067,Monthly,Credit Card,5,26,81.1,3,6,No
104463,Female,43,4,1537,6148,Quarterly,UPI,1,29,114.76,65,6,No
104464,Male,60,12,489,5868,Yearly,Debit Card,3,27,36.65,7,8,No
104465,Female,32,25,413,10325,Monthly,UPI,7,3,113.53,53,6,Yes
104466,Female,69,57,2739,156123,Yearly,Credit Card,7,7,14.59,30,4,Yes
104467,Female,28,1,1003,1003,Monthly,UPI,10,4,110.72,72,5,Yes
104468,Female,22,21,300,6300,Monthly,Debit Card,10,24,43.48,1,5,No
104469,Female,23,55,2963,162965,Quarterly,UPI,6,30,44.26,21,1,Yes
104470,Male,68,6,562,3372,Monthly,Bank Transfer,4,27,43.98,10,8,No
104471,Female,57,11,760,8360,Yearly,Debit Card,5,29,11.68,8,4,No
104472,Female,49,20,1422,28440,Yearly,Debit Card,6,16,52.97,24,10,No
104473,Female,48,42,913,38346,Quarterly,Credit Card,8,9,101.3,48,6,No
104474,Female,55,22,533,11726,Quarterly,Debit Card,4,6,92.04,33,7,No
104475,Female,67,63,952,59976,Quarterly,Credit Card,4,11,96.23,66,2,Yes
104476,Female,53,39,527,20553,Monthly,Credit Card,8,18,70.27,48,2,Yes
104477,Female,49,43,997,42871,Yearly,Debit Card,7,12,102.78,71,1,Yes
104478,Male,37,42,1486,62412,Quarterly,UPI,0,29,76.78,34,5,No
104479,Male,51,34,2877,97818,Yearly,Credit Card,2,25,85.5,63,7,No
104480,Female,67,6,2095,12570,Monthly,Debit Card,5,3,63.63,29,2,Yes
104481,Female,64,57,557,31749,Yearly,Credit Card,4,2,38.9,32,3,Yes
104482,Male,20,1,2098,2098,Quarterly,Credit Card,6,15,108.69,10,9,No
104483,Male,56,29,931,26999,Yearly,Debit Card,5,14,50.01,60,10,No
104484,Female,68,14,797,11158,Monthly,Bank Transfer,0,22,9.34,32,6,No
104485,Female,66,64,2172,139008,Monthly,Credit Card,0,14,5.63,88,2,Yes
104486,Female,41,58,1033,59914,Quarterly,Debit Card,7,30,55.23,32,9,No
104487,Female,45,68,487,33116,Quarterly,UPI,6,21,84.13,61,8,No
104488,Male,34,21,1526,32046,Monthly,Credit Card,2,26,114.33,29,9,No
104489,Female,57,20,1023,20460,Quarterly,UPI,5,4,27.57,57,3,Yes
104490,Male,28,60,2660,159600,Yearly,Credit Card,4,30,44.71,67,1,Yes
104491,Male,23,35,1901,66535,Monthly,UPI,4,26,44.36,80,8,No
104492,Female,24,52,1185,61620,Yearly,Credit Card,2,26,103.87,68,1,Yes
104493,Male,68,70,2995,209650,Monthly,Debit Card,2,2,105.62,62,6,Yes
104494,Male,32,22,2174,47828,Quarterly,Bank Transfer,0,23,76.19,30,7,No
104495,Male,45,14,1851,25914,Yearly,Debit Card,1,11,22.44,56,7,No
104496,Female,21,52,1089,56628,Monthly,Bank Transfer,5,29,33.0,50,9,No
104497,Male,29,49,548,26852,Quarterly,Bank Transfer,7,17,46.35,18,4,Yes
104498,Male,57,71,1398,99258,Quarterly,Debit Card,0,30,99.23,78,7,No
104499,Female,25,72,2905,209160,Monthly,Credit Card,1,16,78.57,25,9,No
104500,Female,33,56,2410,134960,Yearly,UPI,5,13,114.79,37,9,No
104501,Female,18,1,1582,1582,Yearly,Debit Card,6,9,107.07,28,1,Yes
104502,Male,36,50,1827,91350,Quarterly,Debit Card,9,9,106.61,60,4,Yes
104503,Female,48,7,536,3752,Monthly,UPI,5,21,61.19,31,9,No
104504,Female,41,68,2042,138856,Monthly,UPI,0,19,5.5,58,3,Yes
104505,Female,49,7,2852,19964,Quarterly,Bank Transfer,10,11,60.45,15,1,Yes
104506,Female,37,70,1037,72590,Monthly,Debit Card,0,17,23.39,36,9,No
104507,Female,38,22,970,21340,Monthly,UPI,5,17,6.51,56,1,Yes
104508,Male,25,18,1814,32652,Monthly,Bank Transfer,5,18,23.06,40,2,Yes
104509,Female,61,60,2389,143340,Quarterly,Credit Card,1,3,87.75,70,8,Yes
104510,Female,23,16,2901,46416,Yearly,Credit Card,9,7,46.27,67,2,Yes
104511,Male,49,12,390,4680,Quarterly,Credit Card,4,27,117.42,16,2,No
104512,Male,31,48,2772,133056,Monthly,Debit Card,5,3,51.82,74,7,Yes
104513,Female,46,19,2691,51129,Monthly,Debit Card,6,26,101.3,73,9,No
104514,Male,31,26,1814,47164,Yearly,Credit Card,9,2,48.18,86,3,Yes
104515,Female,23,7,485,3395,Monthly,Bank Transfer,6,12,100.39,52,4,Yes
104516,Male,26,16,1516,24256,Yearly,Bank Transfer,7,7,66.55,78,4,Yes
104517,Female,30,9,2669,24021,Quarterly,Bank Transfer,3,19,28.87,49,7,No
104518,Female,65,55,2994,164670,Quarterly,Bank Transfer,10,12,47.88,10,4,Yes
104519,Female,24,54,2524,136296,Quarterly,Debit Card,1,18,85.64,4,6,No
104520,Female,44,14,2671,37394,Monthly,UPI,7,18,117.21,70,10,No
104521,Male,33,6,937,5622,Monthly,UPI,3,5,16.92,35,1,Yes
104522,Male,49,50,2800,140000,Monthly,Bank Transfer,2,1,5.66,3,6,No
104523,Female,47,40,2056,82240,Monthly,Debit Card,8,8,80.02,48,7,No
104524,Female,45,50,2252,112600,Monthly,Debit Card,2,2,62.9,40,8,Yes
104525,Male,30,46,537,24702,Monthly,Credit Card,7,7,69.89,67,4,Yes
104526,Female,47,4,995,3980,Quarterly,Credit Card,9,3,77.55,69,10,Yes
104527,Male,24,60,1922,115320,Monthly,Debit Card,1,12,101.54,88,9,No
104528,Male,45,52,2957,153764,Yearly,Debit Card,8,15,6.3,64,3,Yes
104529,Male,28,49,2444,119756,Quarterly,Credit Card,6,25,40.83,87,9,No
104530,Female,38,21,1390,29190,Yearly,Credit Card,2,12,53.56,86,9,No
104531,Female,24,10,942,9420,Yearly,Debit Card,7,22,119.24,17,10,No
104532,Male,51,57,2583,147231,Monthly,Bank Transfer,3,1,69.26,5,2,Yes
104533,Female,53,1,1354,1354,Yearly,Credit Card,8,20,113.57,33,6,No
104534,Female,68,35,1344,47040,Quarterly,Debit Card,8,29,110.56,24,4,Yes
104535,Male,24,59,545,32155,Monthly,Credit Card,10,30,82.05,49,3,Yes
104536,Female,37,65,2030,131950,Monthly,Bank Transfer,0,23,111.02,90,7,No
104537,Male,51,61,2922,178242,Quarterly,Credit Card,10,21,101.81,28,5,No
104538,Male,46,28,1669,46732,Monthly,UPI,8,15,53.1,82,3,Yes
104539,Female,68,68,628,42704,Quarterly,Debit Card,7,17,67.16,36,1,Yes
104540,Female,70,13,618,8034,Monthly,Credit Card,10,8,101.68,25,8,No
104541,Female,64,44,2733,120252,Quarterly,UPI,2,13,27.59,61,5,No
104542,Male,40,15,1225,18375,Yearly,Debit Card,8,16,51.98,57,3,Yes
104543,Female,63,18,2104,37872,Quarterly,Bank Transfer,8,2,108.14,1,5,Yes
104544,Female,26,15,1964,29460,Monthly,Debit Card,7,11,63.76,37,8,No
104545,Female,39,41,812,33292,Yearly,Bank Transfer,6,27,22.21,80,6,No
104546,Male,54,43,1014,43602,Yearly,Credit Card,6,18,119.31,58,7,No
104547,Male,45,21,1411,29631,Yearly,Credit Card,6,5,16.37,78,8,No
104548,Male,53,34,2095,71230,Quarterly,UPI,3,4,118.74,20,9,No
104549,Female,26,18,2781,50058,Monthly,Bank Transfer,3,26,79.39,85,9,No
104550,Female,45,33,1064,35112,Monthly,Credit Card,10,14,31.07,53,9,No
104551,Male,53,52,2571,133692,Quarterly,UPI,7,12,61.42,82,5,No
104552,Male,48,11,1981,21791,Monthly,Bank Transfer,4,23,5.47,20,10,No
104553,Female,36,52,2052,106704,Quarterly,Credit Card,0,2,72.33,19,2,Yes
104554,Male,18,56,2620,146720,Monthly,Credit Card,4,3,54.41,4,10,No
104555,Female,37,46,1565,71990,Yearly,UPI,10,27,9.46,41,10,No
104556,Female,64,13,833,10829,Quarterly,UPI,8,16,97.51,51,5,No
104557,Female,60,1,834,834,Yearly,Debit Card,10,30,83.95,23,6,No
104558,Female,43,26,746,19396,Quarterly,Debit Card,7,2,70.5,20,4,Yes
104559,Female,66,14,2479,34706,Monthly,Credit Card,7,2,98.58,80,1,Yes
104560,Male,40,12,2918,35016,Monthly,Credit Card,10,7,51.82,0,5,No
104561,Female,54,23,1304,29992,Yearly,Bank Transfer,7,5,92.72,32,7,No
104562,Male,38,53,1758,93174,Monthly,Bank Transfer,2,11,62.4,86,7,No
104563,Male,28,63,1984,124992,Yearly,Bank Transfer,4,22,85.63,10,2,No
104564,Female,56,46,1706,78476,Yearly,Debit Card,8,7,111.15,63,9,No
104565,Female,28,24,1710,41040,Yearly,UPI,4,2,92.71,86,2,Yes
104566,Male,60,7,1246,8722,Monthly,UPI,1,26,74.36,35,7,No
104567,Male,32,64,1476,94464,Yearly,UPI,4,15,73.21,82,5,No
104568,Female,62,40,2055,82200,Yearly,Bank Transfer,10,12,105.99,67,8,No
104569,Female,64,7,1372,9604,Quarterly,Debit Card,7,10,22.29,16,8,No
104570,Male,44,66,2605,171930,Quarterly,Credit Card,10,7,7.51,13,5,No
104571,Male,55,57,2813,160341,Yearly,UPI,4,18,12.59,22,5,No
104572,Female,40,34,818,27812,Yearly,Bank Transfer,1,5,115.45,64,3,Yes
104573,Male,18,61,2412,147132,Quarterly,Bank Transfer,0,25,59.0,36,3,Yes
104574,Female,42,12,1383,16596,Quarterly,Credit Card,8,12,79.83,29,5,No
104575,Female,62,29,528,15312,Monthly,Credit Card,3,10,52.66,35,5,No
104576,Female,33,28,2799,78372,Quarterly,Debit Card,3,3,67.09,42,10,Yes
104577,Male,62,35,2235,78225,Yearly,Credit Card,5,28,22.95,2,10,No
